,id,cuisine,ingredients_string,pred
26165,41306,russian,tomato paste water salt sour cream olive pickle butter ham brine chicken broth flour dill chopped cilantro celery ribs pepper lemon carrot onion,russian
21501,45332,russian,cold water chocolate glaze butter lemon juice dark chocolate egg whites all purpose flour egg unsalted butter vanilla extract sugar agar condensed milk,french
23864,450,russian,granulated sugar vanilla unsalted butter golden raisins confectioners sugar large eggs salt whole milk all purpose flour,french
6730,16770,russian,white bread ground black pepper garlic cloves ground chuck dry bread crumbs canola oil mayonaise unsalted butter onion kosher salt dill,southern_us
26819,21778,russian,cold water sugar fresh lemon juice potato starch granny smith apples sour cream ground cinnamon cranberry juice brown sugar gingersnap,french
33885,25379,russian,vanilla extract water fresh lemon juice sugar orange juice almond extract,italian
33076,19101,russian,clove mayonaise potato apple ham cucumber onion green olives water chicken breasts dill carrot celery tomato pepper hard boiled egg salt lemon juice sour cream caper dijon mustard pea dill pickles thyme bay leaf,russian
34081,33432,russian,water scallion new potatoes sorrel salt radish sour cream,russian
32627,24450,russian,vegetable oil sugar bay leaf vinegar onion cold water herring fillets,french
10421,34372,russian,milk golden raisins farmer cheese unsalted butter lemon confectioners sugar bread crumb fresh large eggs sauce filo granulated sugar vanilla extract sour cream,russian
8804,20975,russian,pierogi onion cremini mushrooms garlic cloves dough unsalted butter boiling water dried porcini mushrooms flat leaf parsley,italian
37641,48711,russian,milk poppy seeds sugar vegetable oil cottage cheese raisin egg flour salt,russian
9644,31531,russian,butter garlic cloves celery root potato beef broth sour cream pepper salt carrot beef roast parsley dill onion,russian
854,43304,russian,sauerkraut parsley sour cream black peppercorns potato dill pork bay leaves carrot beef garlic onion,russian
26493,15725,russian,bread crumb fresh green onions sardine olive oil all purpose flour grated lemon peel halibut fillets large garlic cloves fresh parsley large eggs sauce,italian
34023,42331,russian,schmaltz onion bread crumbs russet potatoes pepper salt egg baking powder,spanish
38879,9750,russian,cottage cheese minced onion cornichons unsalted butter paprika cocktail pumpernickel bread green onions caraway seeds radish dry mustard,russian
18808,413,russian,sugar smoked kielbasa salt cabbage unsalted butter onion red potato beer,irish
25413,1936,russian,sugar vinegar oxtail salt carrot celery sauerkraut leek hen beet wheat flour onion black pepper potato butter dill thyme fresh parsley tomato pur e bouillon cube bay leaves large garlic cloves fat sour cream white peppercorns,russian
9865,32739,russian,fresh rosemary freshly grated parmesan red russian kale onion minced garlic Vegeta Seasoning chickpea tomato sauce ground black pepper tuscan sausage chicken stock olive oil tomatoes with juice chopped fresh sage,italian
8105,34608,russian,egg flour tart apples sugar,french
26608,46453,russian,black pepper baking potatoes chopped fresh chives all purpose flour large eggs salt parsnip vegetable oil fresh lemon juice,french
15370,10977,russian,egg dried apricot ginger nutmeg kosher salt cinnamon dried cranberries kasha granny smith apples golden raisins dark brown sugar melted butter milk raisin,russian
33957,11841,russian,jalapeno chilies oil tomato apple large garlic cloves carrot bell pepper salt,mexican
21424,23213,russian,mayonaise fresh parsley olive oil salmon onion egg baking potatoes,russian
20955,37988,russian,sugar frozen raspberries starch water,french
9958,39601,russian,caraway seeds cider vinegar potato salt onion celery stick chopped tomatoes butter carrot fresh dill honey vegetable stock beet black pepper red cabbage passata sour cream,russian
9981,46750,russian,dried tarragon leaves salt fresh mushrooms cabbage butter cream cheese marjoram pepper all purpose flour onion egg basil dried leaves dried dillweed white sugar,russian
28241,15822,russian,hungarian sweet paprika bell pepper caraway seeds beef broth rib eye steaks olive oil garlic cloves tomato paste balsamic vinegar,russian
10019,2045,russian,potato all purpose flour ground chicken beaten eggs ground beef vegetable oil yellow onion ground black pepper salt,russian
8154,26028,russian,sugar oil raisin baking powder egg all purpose flour,italian
8509,11291,russian,fresh dill hot dogs sweet peas horseradish sauce egg white pepper russet potatoes dill pickles mayonaise green onions hot chili sauce oregano regular sour cream fresh cilantro cracked black pepper carrot,russian
9926,17732,russian,celery ribs gelatin carrot peppercorn pig salt dark turkey meat pork veal bay leaf broth ground black pepper garlic cloves onion,filipino
6823,47561,russian,ground black pepper red wine vinegar garlic cloves onion parsnip vegetable oil beet bay leaf celery ribs beef salt carrot marjoram savoy cabbage leek dill sour cream,russian
36737,47021,russian,yukon gold potatoes garlic cloves pepper dill onion mayonaise salt sour cream minced garlic oil,russian
4155,35611,russian,cold water lemon zest farmer cheese egg sea salt oil potato starch baking powder sour cherries pure vanilla extract sugar all purpose flour lemon juice,russian
32020,6207,russian,sugar butter potato salt cottage cheese raisin egg flour sour cream,russian
24537,22047,russian,rye bread water active dry yeast sugar raisin,russian
33905,39428,russian,water whole peeled tomatoes garlic carrot green bell pepper swiss chard diced tomatoes dried dillweed onion olive oil potato salt celery silken tofu ground black pepper vegetable broth beet,russian
34670,24378,russian,brown sugar cider vinegar large eggs brown rice flour molasses unsalted butter salt flax seed meal caraway seeds tapioca flour dry yeast sorghum flour unsweetened cocoa powder warm water coffee granules cooking spray xanthan gum,southern_us
929,21896,russian,mayonaise salt turkey hot dogs green onions potato dill pickles egg pea,russian
4481,20419,russian,shortening finely chopped onion ice water dill fresh dill water dry white wine salt lemon juice egg pepper mushroom red pepper long grain rice salmon fillets milk butter all purpose flour,russian
10249,3108,russian,crusty bread freshly ground pepper green bell pepper extra virgin olive oil kosher salt sausage mustard sauerkraut onion,french
430,35962,russian,water dill sugar buttermilk onion red beets cucumber boiled eggs salt,russian
864,14844,russian,cottage cheese lemon rind egg cinnamon sour cream flour lemon juice sugar salt,russian
8082,9485,russian,pepper sour cream egg butter onion bread crumbs salt white bread milk ground beef,russian
23966,43601,russian,fresh orange granulated sugar salt unsalted butter golden raisins confectioners sugar active dry yeast whole milk blanched almonds warm water large eggs all purpose flour,french
34649,13365,russian,reduced sodium chicken broth smoked kielbasa granny smith apples unsalted butter olive oil onion black pepper salt,french
8748,28784,russian,radish liquid fresh dill pickled beets buttermilk sour cream seedless cucumber salt,russian
12623,31807,russian,finely chopped fresh parsley butter dried dillweed black pepper boneless skinless chicken breasts all purpose flour cold water large eggs lemon garlic powder vegetable oil dry bread crumbs,russian
31057,2347,russian,semolina flour canola oil all purpose flour cottage cheese egg white sugar,italian
6020,10808,russian,semolina flour canola oil egg white sugar all purpose flour cottage cheese,italian
16952,39681,russian,pitted black olives stewing beef stewed tomatoes sausage tomato paste pepper mushroom lemon slices sour cream pickle flour salt carrot caper water parsley root ham onion,russian
5678,22583,russian,hard boiled egg cream imitation crab meat mayonaise pea corn onion,southern_us
23553,31423,russian,fresh dill baking soda buckwheat flour black pepper large eggs sour cream sugar unsalted butter all purpose flour smoked salmon milk salt,russian
35360,39792,russian,potato salt carrot olive oil green onions dill chicken broth half   half all purpose flour bay leaf ground black pepper butter fresh mushrooms,french
20875,12682,russian,sugar milk butter all purpose flour brandy large eggs vanilla extract blanched almonds warm water active dry yeast raisin grated lemon zest powdered sugar dried orange peel golden raisins salt,italian
30043,46867,russian,cottage cheese salt milk egg all purpose flour,russian
13395,38129,russian,baking apples all purpose flour butter egg vanilla extract baking powder white sugar,southern_us
11166,40907,russian,pancetta vegetable oil spelt flour egg yolks salt onion black pepper buttermilk garlic cloves bear all purpose flour,italian
16414,45563,russian,honey whipping cream slivered almonds poppy seeds whole wheat cereal raisin chopped walnuts water vanilla boiling water,italian
38102,8885,russian,sauerkraut sour cream pierogi butter mushroom onion water all purpose flour,russian
31220,20614,russian,olive oil paprika Mrs  Dash pepper large garlic cloves salt soy sauce butter whipping cream water sirloin steak all purpose flour,russian
10994,43861,russian,mayonaise yellow onion russet potatoes oil salt and ground black pepper beet herring fillets carrot,russian
11074,17357,russian,white vinegar salt fat free buttermilk cucumber green onions fresh dill beet,southern_us
29679,43442,russian,sliced almonds raisin dried apricot salt honey poppy seeds sugar cinnamon pearl barley,russian
13441,20276,russian,water onion pork flour egg beef black pepper salt,russian
25232,47814,russian,pickle rabbit brine cheddar cheese green onions salt egg potato green peas mayonaise Tabasco Pepper Sauce carrot,southern_us
35850,38362,russian,lean ground beef onion egg salt cold water vegetable oil ground black pepper all purpose flour,russian
12119,45062,russian,egg butter cabbage pepper salt milk all purpose flour active dry yeast white sugar,russian
1784,37994,russian,ground pork ground black pepper ground beef egg salt flour onion,russian
24970,41302,russian,white vinegar garlic powder black pepper sweet paprika sugar salt water cucumber,southern_us
15881,37977,russian,vegetable green cabbage salt tomato paste,italian
20007,16239,russian,olive oil caviar baking potatoes chopped fresh chives sour cream,russian
5185,5976,russian,cod fillets fresh parsley pepper lemon potato onion water salt,british
31576,49061,russian,kidney beans boiling potatoes beet pickle carrot vegetable oil cabbage,russian
13429,35586,russian,kale crushed red pepper flakes kosher salt russet potatoes onion reduced sodium chicken broth olive oil spanish chorizo pepper large garlic cloves,spanish
5122,20638,russian,turnip potato beef broth pepper diced tomatoes sour cream red cabbage salt onion cider vinegar sliced carrots beet,russian
11541,13305,russian,celery ribs herb salt onion fresh dill vegetable stock carrot cabbage turnip ground black pepper butter sour cream bread bay leaves juice eating apple,russian
38141,29964,russian,bread parmesan cheese vegetable broth onion wild asparagus leek garlic cloves egg ground black pepper milk vegetable oil ground meat salt,italian
15747,12938,russian,mustard green onions sour cream water sausage egg dill potato cucumber,russian
11290,583,russian,seasoning all purpose flour onion sugar cream cheese egg lean beef boiling water salt jelly,mexican
5269,3673,russian,nonfat yogurt purple onion fresh dill    low fat milk yukon gold potatoes dill tips red wine vinegar beet,greek
15481,12278,russian,fresh dill hard boiled egg button mushrooms puff pastry ground black pepper butter lemon juice salmon parsley beaten eggs basmati rice lemon zest sea salt onion,russian
20764,4021,russian,cold water sugar flour salt egg finely chopped onion garlic fresh parsley chopmeat pepper egg yolks farmer cheese mashed potatoes finely chopped fresh parsley corn oil scallion,russian
5167,4495,russian,shredded cheddar cheese potato onion chicken bouillon sauerkraut salt pepper evaporated milk all purpose flour green cabbage water butter,irish
30087,4891,russian,chopped tomatoes fresh tomatoes cabbage sauerkraut barley bacon,russian
1296,37600,russian,sauerkraut chopped onion potato dill pickles olive oil beet salt carrot,russian
6574,5423,russian,prepared horseradish beet,french
22794,27090,russian,unsalted butter milk preserve all purpose flour active dry yeast,french
26924,40,russian,active dry yeast white sugar warm water salt baking soda bread flour milk cornmeal,southern_us
13336,40011,russian,extra sharp white cheddar cheese vegetable oil onion water large eggs all purpose flour ground nutmeg baking potatoes black pepper unsalted butter salt,southern_us
21807,20728,russian,powdered sugar ricotta cheese oil baking soda vanilla extract sugar buttermilk egg vinegar all purpose flour,italian
34761,21993,russian,water potato ground pork onion sugar vinegar bacon blueberry melted butter cherry    reduced fat milk all purpose flour pierogi large eggs turkey sour cream,russian
24783,34624,russian,yeast white sugar raisin cherry,italian
22354,23366,russian,chopped walnuts light mayonnaise carrot garlic,italian
13863,47870,russian,olive oil beef tenderloin heavy cream onion unsalted butter chopped parsley button mushrooms,british
19923,27185,russian,water Tabasco Pepper Sauce beet onion black peppercorns potato hot sauce lemon juice ground cumin kidney beans salt oil cabbage sugar bay leaves mrs  dash seasoning mix carrot,russian
1870,17692,russian,sugar vegetable oil reduced sodium chicken broth dill pierogi diced tomatoes caraway seeds Turkish bay leaves onion,russian
7605,17834,southern_us,fat free milk salt water cooking spray yellow corn meal large eggs grit large egg whites butter,southern_us
34063,38300,southern_us,chicken broth chicken breasts seasoning salt cheese pepper butter quickcooking grits,southern_us
4331,5824,southern_us,unflavored gelatin fresh mint sparkling sugar bourbon whiskey sugar cold water mint sprigs,southern_us
25680,36454,southern_us,boneless chicken skinless thigh low sodium chicken broth salt black eyed peas bacon water sweet potatoes onion collard greens ground black pepper garlic,southern_us
5611,13093,southern_us,sugar salt cornmeal large eggs grated lemon zest milk all purpose flour butter fresh lemon juice,southern_us
24166,41658,southern_us,orange sugar lemon lime water,brazilian
18692,18074,southern_us,nutmeg whole wheat flour sea salt smoked gouda milk onion powder sharp cheddar cheese black pepper parmesan cheese dry mustard noodle dried thyme butter bay leaf,italian
25728,5599,southern_us,sweet onion refrigerated piecrusts creole seasoning chicken broth egg whites pea carrot hash brown butter fresh mushrooms milk cooked chicken all purpose flour fresh parsley,southern_us
34067,45959,southern_us,butter sugar shredded sharp cheddar cheese diced pimentos buttermilk self rising flour salt,southern_us
5112,6698,southern_us,ground black pepper chopped onion collard greens Anaheim chile garlic cloves olive oil salt smoked turkey crushed red pepper lemon juice,southern_us
19730,45723,southern_us,white vinegar water butter dry mustard onion ketchup cream style corn worcestershire sauce hot sauce chicken light brown sugar fresh ginger lemon salt corn kernel whole pepper vegetable oil diced tomatoes garlic cloves,southern_us
19731,33248,southern_us,cream of tartar whole milk sharp cheddar cheese baking soda butter sugar baking powder flour salt,southern_us
36503,35539,southern_us,country ham butter reduced sodium chicken broth kimchi soy sauce chopped onion collard greens apple cider vinegar lard,southern_us
3710,18016,southern_us,crawfish vegetable oil whole peel tomatoes  undrain and chop minced garlic chopped celery pepper diced tomatoes onion tomato sauce chopped green bell pepper salt,cajun_creole
4336,23146,southern_us,pork italian salad dressing collard greens beef broth dry mustard sugar garlic cloves,southern_us
20614,46742,southern_us,coconut whipped topping coco white cake mix sweetened condensed milk,southern_us
7579,33642,southern_us,salt parmesan cheese butter fat free milk polenta,italian
20507,49059,southern_us,apple cider vinegar soy milk all purpose flour coconut oil salt baking powder,filipino
5655,20896,southern_us,chicken stock ground black pepper worcestershire sauce sauce baby lima beans barbecue sauce salt pork shoulder brown sugar potato garlic frozen corn kernels white onion butter cayenne pepper,southern_us
3843,28680,southern_us,large egg whites chopped onion corn bread pepper chopped celery rubbed sage cooking spray poultry seasoning refrigerated buttermilk biscuits margarine low salt chicken broth,southern_us
23936,11277,southern_us,all purpose flour dry mustard shredded sharp cheddar cheese apple cider,southern_us
21081,20458,southern_us,unsalted butter fresh lemon juice cracker crumbs egg yolks sweetened condensed milk grated lemon zest,southern_us
3839,17638,southern_us,celery ribs pepper black eyed peas tomato water salt chicken broth minced garlic jalapeno chilies chicken bouillon granules green bell pepper olive oil onion,southern_us
34008,36348,southern_us,baby back ribs spice sauce,chinese
7592,40720,southern_us,chicken broth ground black pepper garlic cloves collard greens apple cider vinegar thick cut bacon sugar hot sauce kosher salt yellow onion,southern_us
20504,25798,southern_us,milk vegetable oil poultry seasoning bread crumbs grated parmesan cheese salt garlic powder chicken tenderloin pepper onion powder all purpose flour,southern_us
36997,39868,southern_us,peach lemon egg flour all purpose flour unsalted butter salt sugar ice water,southern_us
19761,22522,southern_us,sweet onion garlic brown sugar worcestershire sauce unsulphured molasses navy beans yellow mustard dark brown sugar ketchup bacon,southern_us
5132,43287,southern_us,egg salt sweet potatoes white sugar unbaked pie crusts ground allspice ground cinnamon butter,southern_us
7587,2569,southern_us,chicken broth cream cheese chive quickcooking grits ground white pepper asiago,southern_us
7588,41362,southern_us,roast beef deli meat sauce cheese deli rolls bell pepper onion margarine,italian
19737,44679,southern_us,fresh sage ham cola soft drink firmly packed light brown sugar yellow mustard,southern_us
37372,23432,southern_us,vegetable shortening baking soda salt buttermilk baking powder all purpose flour,southern_us
39129,5757,southern_us,sugar iced tea peach vodka light corn syrup,southern_us
34163,34719,southern_us,sage leaves olive oil fryer chickens fresh rosemary fresh shiitake mushrooms chopped garlic pancetta beef stock whipping cream chicken stock dry white wine grit,italian
3202,366,southern_us,black eyed peas yellow onion thick cut bacon tomato paste chile pepper carrot roasted ground cumin ground black pepper Saigon cinnamon water sea salt smoked paprika,southern_us
24428,20098,southern_us,alum ground ginger watermelon water sugar salt,southern_us
35970,47519,southern_us,vanilla extract vanilla ice cream bittersweet chocolate ground cinnamon grated nutmeg bourbon whiskey,southern_us
3874,12869,southern_us,pepper salt collard greens serrano peppers chopped onion sugar sesame oil garlic cloves fresh ginger rice vinegar,southern_us
3644,27554,southern_us,corn husks onion powder ground cayenne pepper garlic powder chili powder salt ground cumin black pepper baking powder paprika broth yellow corn meal meat vegetable oil lard,mexican
20083,14887,southern_us,sugar herb butter cooking spray active dry yeast baking powder all purpose flour warm water low fat buttermilk salt yellow corn meal baking soda butter,southern_us
20471,37100,southern_us,peach sour cream chopped pecans brown sugar,southern_us
35322,46274,southern_us,mayonaise cider vinegar flour cayenne pepper celery safflower oil black eyed peas paprika scallion sugar boneless  skinless chicken breast buttermilk freshly ground pepper romaine lettuce cream garlic powder salt fresh lemon juice,southern_us
35318,45623,southern_us,pepper smoked sausage lipton onion soup mix rotisserie chicken olive oil salt chicken broth brown rice onion,southern_us
35357,21020,southern_us,honey sweet potatoes sweetened coconut flakes chopped pecans sugar large eggs whipped cream dark brown sugar ground nutmeg dark rum vanilla extract coconut milk ground cinnamon tart shells butter ground allspice,southern_us
3119,18242,southern_us,olive oil halibut dark ale lemon kosher salt panko flat leaf parsley large egg whites cayenne pepper,moroccan
34103,38909,southern_us,baby back ribs seasoning dry rub glaze,southern_us
20054,47256,southern_us,sugar lemon zest all purpose flour unsalted butter salt sweetened condensed milk large egg yolks baking powder lemon juice sesame seeds basil leaves berry,greek
37018,34153,southern_us,sugar cinnamon white sugar oat flour lemon juice peach butter brown sugar baking powder corn starch,southern_us
21054,4776,southern_us,vanilla beans large eggs heavy cream white bread unsalted butter whole milk large egg yolks chop fine pecan dark brown sugar dark corn syrup granulated sugar bourbon whiskey,southern_us
19700,8450,southern_us,tea vanilla beans apple juice concentrate lemon fresh ginger cinnamon sticks,moroccan
21062,32887,southern_us,olive oil whipping cream grit salmon fillets dry white wine grated jack cheese caper half   half salt water butter garlic cloves,french
23948,39677,southern_us,whipped topping sweetened coconut flakes yellow cake mix sweetened condensed milk cream of coconut,southern_us
19715,9299,southern_us,peanut yellow mustard oil canola large eggs salt cornmeal self rising flour buttermilk shrimp milk cajun seasoning cayenne pepper,southern_us
3678,30743,southern_us,frozen whipped topping frozen strawberries crushed pretzels boiling water Jell O Gelatin confectioners sugar melted butter cream cheese,southern_us
39265,44311,southern_us,chicken stock large eggs heavy cream garlic cloves sharp white cheddar cheese vegetable oil beer large shrimp tasso unsalted butter butter freshly ground pepper kosher salt jalapeno chilies fresh tarragon grit,southern_us
5064,11993,southern_us,reduced fat milk cinnamon sticks ground nutmeg maple syrup ground ginger salt grated orange sweet potatoes rome apples,irish
37384,40821,southern_us,white onion garlic powder onion powder beef broth sharp cheddar cheese water bell pepper extra virgin olive oil cayenne pepper grit crawfish beef butter hot sauce celery black pepper milk green onions garlic creole seasoning,cajun_creole
36706,43430,southern_us,vanilla beans baking powder egg granulated sugar vanilla milk butter powdered sugar flour salt,southern_us
24143,23256,southern_us,hamburger buns bbq sauce boneless skinless chicken breasts bread and butter pickle slices,southern_us
3665,4990,southern_us,large eggs bacon vegetable oil cornmeal baking powder salt baking soda buttermilk,southern_us
4382,5379,southern_us,kosher salt paprika file powder dark brown sugar ground black pepper dry mustard turkey peanut oil,southern_us
24700,46396,southern_us,milk round steaks egg pan drippings flour oil pepper salt,southern_us
5073,4565,southern_us,white vinegar refrigerated piecrusts all purpose flour milk vanilla extract sugar butter cornmeal large eggs salt,southern_us
3666,10189,southern_us,lemon zest whipping cream yellow corn meal baking powder all purpose flour large eggs salt sugar butter,southern_us
7453,13115,southern_us,cream green onions all purpose flour tomato grated parmesan cheese butter pasta crawfish cajun seasoning green bell pepper processed cheese garlic,cajun_creole
37022,8290,southern_us,sugar granulated sugar heavy cream corn starch pure vanilla extract instant espresso powder coffee cocoa powder large egg yolks large eggs salt nonstick spray dark chocolate unsalted butter whole milk chocolate sandwich cookies,french
3833,4096,southern_us,dark brown sugar bacon slices,southern_us
36614,5132,southern_us,large egg yolks all purpose flour whipping cream grate lime peel unsalted butter blueberry sugar salt fresh lime juice,french
35690,39760,southern_us,milk butter all purpose flour cream of tartar large egg yolks salt large egg whites vanilla extract meringue sugar banana vanilla wafers,southern_us
19899,22075,southern_us,self rising flour hot sauce yellow corn meal old bay seasoning catfish fillets cajun seasoning kosher salt cracked black pepper,southern_us
20777,35122,southern_us,pepper field peas bacon slices water onion fresh spinach salt,southern_us
37480,21142,southern_us,golden brown sugar salt pecan vanilla extract unsalted butter all purpose flour whipping cream chopped pecans,southern_us
36612,16931,southern_us,sugar peach evaporated milk self raising flour butter,southern_us
5406,42908,southern_us,pepper bacon tomato sauce olive oil butter beans white onion Tabasco Pepper Sauce collard greens water salt,southern_us
4197,47659,southern_us,sugar salt butter corn starch baking powder all purpose flour vanilla ice cream buttermilk blackberry,southern_us
36906,29585,southern_us,egg cinnamon evaporated milk pie shell melted butter sweet potatoes sugar vanilla,southern_us
33792,43629,southern_us,pepper flour lemon juice olive oil Tabasco Pepper Sauce salt water quickcooking grits garlic medium shrimp chicken broth grated parmesan cheese baby spinach scallion,southern_us
796,18219,southern_us,honey flour dark brown sugar unsalted butter buttermilk baking soda baking powder stone ground cornmeal large eggs fine sea salt,southern_us
24180,46616,southern_us,pimento white sugar sweet pickle relish salad dressing sweet pickle juice cream cheese shredded mild cheddar cheese garlic salt,southern_us
35834,1812,southern_us,egg flour vanilla brown sugar cinnamon pecan sweet potatoes margarine sugar sweetened coconut flakes,southern_us
4239,41300,southern_us,shortening egg whites salt egg milk vanilla extract cream of tartar coconut butter white sugar water baking powder all purpose flour,southern_us
7796,4722,southern_us,cold water water tea bags fresh mint sugar ice cubes lemon juice,southern_us
33852,23327,southern_us,vanilla ice cream butter rum banana firmly packed brown sugar banana liqueur,southern_us
25804,29121,southern_us,unsalted butter all purpose flour heavy cream baking powder salt,southern_us
5427,14279,southern_us,baking soda white sugar water salt peanut softened butter light corn syrup,southern_us
33816,15975,southern_us,olive oil fresh basil garlic cloves tomato salt pepper,italian
37477,19483,southern_us,baking soda sugar tea bags water,southern_us
25811,31479,southern_us,honey vegetable oil cornmeal flour salt large eggs    low fat milk corn kernel whole light butter baking powder all purpose flour,southern_us
20002,5330,southern_us,mayonaise garlic powder salt cornmeal meat cuts vinegar cayenne pepper black pepper prepared horseradish all purpose flour mustard pepper red wine vinegar oil,southern_us
19870,40621,southern_us,cream sweeten whip baking soda vegetable oil all purpose flour milk baking powder heavy cream large egg yolks bourbon whiskey salt sugar large eggs lemon beet,southern_us
7816,25120,southern_us,cayenne okra salt canola oil buttermilk cornmeal ground black pepper all purpose flour,southern_us
7814,40057,southern_us,brandy garlic powder worcestershire sauce ground ginger kosher salt peach chopped onion ground cloves ground black pepper tomato ketchup brown sugar cider vinegar butter ground cayenne pepper,southern_us
20547,41744,southern_us,crawfish green onions garlic fresh parsley tomato paste salt and ground black pepper butter cayenne pepper sweet onion pastry shell hot sauce green bell pepper flour vegetable broth celery,cajun_creole
19996,1893,southern_us,firmly packed brown sugar ground ginger ground nutmeg grated orange orange juice vegetable oil cooking spray chopped pecans ground cinnamon sweet potatoes,southern_us
19905,11389,southern_us,large eggs salt banana    reduced fat milk Nilla Wafers all purpose flour granulated sugar vanilla extract,southern_us
18516,16578,southern_us,creole mustard garlic powder parsley leaves onion powder garlic diced celery iceberg lettuce ketchup ground black pepper smoked sweet Spanish paprika worcestershire sauce salt celery seed kosher salt diced red onions green tomatoes paprika hot sauce flat leaf parsley yellow corn meal prepared horseradish egg yolks lemon white wine vinegar shrimp canola oil,cajun_creole
5333,6821,southern_us,granulated sugar kosher salt buttermilk egg baking powder unsalted butter all purpose flour,southern_us
3790,35192,southern_us,graham cracker crusts lime zest whipped topping cream cheese milk key lime juice,southern_us
33727,24638,southern_us,pepper all purpose flour top round steak flour oil egg milk cayenne pepper kosher salt salt,southern_us
25863,1175,southern_us,large eggs salt sugar butter cornmeal white vinegar refrigerated piecrusts all purpose flour milk vanilla extract,southern_us
7931,36102,southern_us,unbaked pie crusts rum melted butter ground nutmeg white sugar ground cinnamon evaporated milk salt egg sweet potatoes,southern_us
33708,7926,southern_us,milk salt unsalted butter baking powder honey all purpose flour,southern_us
33711,38426,southern_us,milk bacon whole wheat breadcrumbs egg baking potatoes all purpose flour half   half shredded sharp cheddar cheese italian seasoning pepper butter fresh herbs,southern_us
710,24986,southern_us,pepper low fat buttermilk baby beets salad dressing olive oil cooking spray all purpose flour dried thyme crumbled blue cheese salt romaine lettuce garlic powder chicken breasts dry bread crumbs,italian
5383,45155,southern_us,baking powder white sugar yellow corn meal vegetable oil egg salt milk all purpose flour,southern_us
25844,27689,southern_us,melted butter flour poultry seasoning celery ribs milk baking powder onion chicken broth olive oil salt white wine boneless skinless chicken breasts carrot,southern_us
3774,26843,southern_us,garlic powder pork spareribs sesame seeds crushed red pepper honey asian barbecue sauce soy sauce sherry sliced green onions,chinese
19992,43449,southern_us,sugar lemon white vinegar watermelon seasoning pickling salt water,southern_us
5372,43299,southern_us,vegetable oil pepper all purpose flour egg salt green tomatoes,southern_us
35802,9389,southern_us,water buttermilk ground ginger baking powder all purpose flour baking soda salt shortening dried apple white sugar,southern_us
7909,19226,southern_us,lemon ginger pineapple sweet potatoes,southern_us
4115,24654,southern_us,lower sodium chicken broth chopped onion bacon slices salt hot pepper sauce green beans,southern_us
36637,38653,southern_us,andouille sausage low salt chicken broth butter grit,southern_us
5353,27787,southern_us,pepper buttermilk green tomatoes all purpose flour vegetable oil self rising cornmeal large eggs salt,southern_us
24202,48561,southern_us,cornbread salt large eggs pure maple syrup half   half,southern_us
18534,13243,southern_us,granulated sugar cold water boiling water tea bags ice cubes,southern_us
4284,40282,southern_us,garlic olive oil smoked ham hocks collard greens chicken base red pepper flakes,southern_us
3056,29935,southern_us,cherry gelatin rocket leaves crushed pineapples in juice cold water poppy seeds mayonaise bing cherries,italian
5577,27657,southern_us,brown sugar vegetable oil salt black pepper worcestershire sauce ketchup chicken drumsticks garlic cloves finely chopped onion white wine vinegar,southern_us
5579,48976,southern_us,garlic powder onion powder corn starch sweet onion unsalted butter all purpose flour milk ground black pepper salt steak olive oil beef stock cayenne pepper,southern_us
20743,15145,southern_us,bell pepper garlic cloves onion dried thyme salt celery black eyed peas rice bay leaf pepper butter smoked paprika,southern_us
20533,11922,southern_us,country ham sea scallops salt chorizo cajun seasoning medium shrimp minced garlic unsalted butter scallion tomato water heavy cream grit,southern_us
35571,28572,southern_us,chestnut large eggs dried apple medjool date light brown sugar granulated sugar unsweetened apple juice grated nutmeg honey sweet potatoes cinnamon pure vanilla extract unsalted butter whole milk heavy cream,southern_us
7696,41349,southern_us,milk vanilla extract egg flour peanut butter ground cinnamon baking soda salted peanuts firmly packed brown sugar butter confectioners sugar,southern_us
18647,13236,southern_us,rosemary sprigs garlic powder onion powder garlic thyme chicken kosher salt cayenne buttermilk Diamond Crystal  Kosher Salt flat leaf parsley black peppercorns water bay leaves paprika peanut oil brine clover honey ground black pepper lemon all purpose flour fleur de sel,southern_us
39150,32157,southern_us,salt ground pepper dry mustard garlic powder,southern_us
480,13615,southern_us,shredded cheddar cheese vegetable shortening Smithfield Ham baking powder salt butter all purpose flour green onions buttermilk,southern_us
24735,36481,southern_us,fresh orange juice sugar corn starch lemon zest fresh lemon juice,italian
675,25771,southern_us,large eggs butter panko breadcrumbs black pepper cooking spray all purpose flour italian seasoning grated parmesan cheese salt garlic salt milk chive chicken fingers,italian
4315,27970,southern_us,dark corn syrup melted butter salt pie crust granulated sugar egg chopped pecans,southern_us
24923,33028,southern_us,pure vanilla extract baking soda baking powder hot water kosher salt large eggs salt large egg yolks whole milk all purpose flour sugar unsalted butter butter,southern_us
36539,25719,southern_us,warm water club soda tea bags lemon wheel sugar george dickel,french
24915,22619,southern_us,pepper butter yellow corn meal baking soda salt whole wheat flour buttermilk sugar large eggs,southern_us
19791,13325,southern_us,granny smith apples ground nutmeg grated lemon zest sugar water raisin ground cinnamon ground cloves golden raisins fresh lemon juice firmly packed brown sugar cider vinegar green tomatoes grated orange,southern_us
39249,8809,southern_us,mint bitter water Makers Mark Whisky sugar cubes mint leaves,italian
33968,34588,southern_us,collard greens olive oil kosher salt yellow onion black pepper red pepper flakes chicken stock smoked bacon garlic cloves,southern_us
