,id,cuisine,ingredients_string,pred
11461,9881,southern_us,baby lima beans garlic grape tomatoes olive oil salt fresh dill red wine vinegar pepper purple onion,greek
27226,16599,southern_us,bread crumbs grated nutmeg light brown sugar granulated sugar lemon juice unsalted butter fresh raspberries cream sweeten whip all purpose flour,french
38278,49405,southern_us,fresh dill white wine vinegar kosher salt sour cream caper lemon zest mayonaise fresh lemon juice,russian
30680,7912,southern_us,whipping cream baking soda butter sugar,irish
30666,37924,southern_us,egg chili powder flavored tortilla chips catfish black pepper salt cooking oil,mexican
12232,8915,southern_us,garlic powder salt onion powder rubbed sage egg vegetable oil chicken leg quarters ground black pepper all purpose flour,italian
12229,20428,southern_us,fresh chives mango chutney salt ground coriander celery ribs peanut red pepper rich chicken stock ground turmeric curry powder butter yellow onion chopped pecans black pepper chunky peanut butter heavy cream sweet paprika ground cumin,indian
22599,24747,southern_us,egg substitute salt dried oregano reduced fat sharp cheddar cheese zucchini freshly ground pepper yellow squash chopped onion vegetable oil cooking spray    low fat milk fresh parsley,italian
30622,1531,southern_us,granny smith apples dark brown sugar ground cinnamon unsalted butter rhubarb ground nutmeg brioche lemon,french
16366,36444,southern_us,pepper salt olive oil fresh lime juice minced garlic flour for dusting white wine meat,italian
39600,28370,southern_us,cider vinegar jalapeno chilies red bell pepper peach salt bottled lime juice purple onion chopped cilantro fresh sugar habanero pepper garlic cloves,mexican
12042,21348,southern_us,large eggs apricot preserves sugar vanilla extract vegetable oil cooking spray refrigerated piecrusts apricot cream all purpose flour,french
12006,44527,southern_us,dark rum light rum amaretto liqueur pineapple juice lemon juice cocktail cherries orange juice orange grenadine syrup,italian
28346,4476,southern_us,crisp lemon zest sweet potatoes cardamom brown sugar milk potato salt cinnamon sticks sugar granulated sugar flour grated nutmeg water large eggs butter lemon juice,irish
1151,40913,southern_us,honey tomato,italian
15225,46433,southern_us,cheddar cheese large eggs plain breadcrumbs water vegetable oil long grain white rice black pepper whole milk scallion unsalted butter salt,british
28942,27513,southern_us,egg whites all purpose flour corn husks vegetable oil egg yolks white sugar ground black pepper salt,mexican
15149,39034,southern_us,maida flour baking powder sugar salt butter,indian
28927,15443,southern_us,large eggs all purpose flour granny smith apples vanilla extract sugar cinnamon sour cream unsalted butter salt,russian
23184,42031,southern_us,meat pepper oatmeal egg salt tomato juice onion,russian
29149,12266,southern_us,cold water salt active dry yeast white sugar shortening all purpose flour vegetable oil,italian
14176,34220,southern_us,water dried sage heavy cream chopped parsley salt and ground black pepper chicken breast halves salt whole wheat flour baking powder chopped celery garlic powder onion powder all purpose flour,italian
28557,32942,southern_us,diced onions water bourbon whiskey garlic cloves vegetable oil cooking spray olive oil all purpose flour pepper pork tenderloin gingerroot low sodium soy sauce honey salt lemon juice,chinese
28647,16142,southern_us,white bread fresh parmesan cheese chili powder fresh onion fresh parsley lean ground pork cooking spray worcestershire sauce rubbed sage black pepper ground sirloin    low fat milk carrot ketchup large eggs red wine vinegar garlic cloves,italian
22151,20482,southern_us,ketchup sauce oat lean ground beef green bell pepper salt large eggs onion,russian
28837,33481,southern_us,andouille sausage fresh thyme shredded monterey jack cheese baked pizza crust liquid sour cream onion green bell pepper corn vegetable oil salt creole seasoning red bell pepper fresh parsley chicken bouillon granules black pepper jalapeno chilies butter penne pasta oil corn tortillas garlic salt melted butter minced garlic flour whipping cream salt pork shrimp celery,cajun_creole
14639,40861,southern_us,pepper chile pepper salt artichok heart marin white cheddar cheese vegan Worcestershire sauce chopped tomatoes crushed garlic Neufch tel round sourdough bread green onions non fat sour cream,italian
38,17610,southern_us,green onions cream cheese shredded cheddar cheese cayenne pepper chili powder garlic cloves black eyed peas tortilla chips,mexican
13454,34609,southern_us,yellow squash diced tomatoes onion bell pepper salt olive oil garlic vodka jalapeno chilies shrimp,brazilian
15688,10231,southern_us,sugar orange rind tea,moroccan
22664,22467,southern_us,salt sugar cucumber dried dill vinegar sour cream,russian
15702,3279,southern_us,low fat plain yogurt egg yolks strawberry mango large eggs whipping cream key lime juice sugar strawberry jam corn starch frozen pound cake milk butter toasted coconut,british
28137,5943,southern_us,carbonated water fresh lime juice sugar syrup fresh lemon juice fresh orange juice,italian
23223,14917,southern_us,vanilla ice cream unsalted butter white sandwich bread cream sweeten whip ground nutmeg pitted prunes pure maple syrup granny smith apples dark brown sugar brandy fresh orange juice,french
29310,30573,southern_us,pepper creole seasoning butter sour cream corn flakes chicken leg quarters parsley flakes salt,cajun_creole
15415,2282,southern_us,cider vinegar scallion rye salt cream cheese  soften sugar ground black pepper fresh lemon juice seedless cucumber persian cucumber,russian
15580,27798,southern_us,ground black pepper cornmeal olive oil salt milk green tomatoes dried oregano freshly grated parmesan all purpose flour,italian
13628,29870,southern_us,dressing processed cheese milk water butter potato,italian
29430,38141,southern_us,shredded cheddar cheese butter sweet onion ground pork sausage milk poppy seeds large eggs baking mix,british
13698,15119,southern_us,cayenne dried oregano kosher salt dri leav thyme chili powder ground black pepper pork shoulder boston butt,mexican
21263,14410,southern_us,large eggs vanilla extract whole milk sugar whipping cream french bread semi sweet chocolate morsels,french
2617,36075,southern_us,sage leaves unsalted butter fresh thyme leaves all purpose flour oyster dry white wine chopped celery parsley sprigs finely chopped onion bacon fresh parsley leaves minced garlic french bread turkey thyme sprigs,french
8883,5473,southern_us,light brown sugar granny smith apples unsalted butter raisin all purpose flour fresh lemon juice ground cinnamon superfine sugar potato bread crust light rum crumb crust water old fashioned oats apple grated lemon zest corn starch vanilla ice cream ground nutmeg golden delicious apples salt sauce,french
33047,29642,southern_us,fresh mushrooms low sodium chicken broth long grain and wild rice mix sour cream cooked chicken italian salad dressing,italian
9010,12390,southern_us,large garlic cloves cherry tomatoes okra crushed red pepper olive oil shrimp,italian
32473,45323,southern_us,water vegetable oil white cake mix sour cream large eggs,russian
17589,25294,southern_us,pizza crust maldon sea salt plum tomatoes pecorino cheese extra virgin olive oil thick cut bacon collard green leaves garlic cloves red pepper flakes buffalo,italian
2496,36706,southern_us,black beans purple onion plum tomatoes avocado jalapeno chilies whole kernel corn  drain hot pepper sauce salt black pepper diced tomatoes salad dressing,mexican
2477,25886,southern_us,panko butter green onions butter beans whole milk extra virgin olive oil russet potatoes,japanese
32679,18067,southern_us,sugar lemon cinnamon sticks green tomatoes,mexican
9321,46474,southern_us,all purpose flour jalapeno chilies chicken thighs white vinegar oil salt,mexican
26479,3117,southern_us,green onions salt sweetened coconut flakes cream cheese  soften ground red pepper diced celery curry powder ginger cooked shrimp,indian
9528,5633,southern_us,ground black pepper salt onion vegetable oil celery water peeled shrimp fresh parsley chopped green bell pepper all purpose flour,cajun_creole
25980,15922,southern_us,green bell pepper stewed tomatoes frozen okra celery pepper salt bacon onion,cajun_creole
8394,37975,southern_us,toasted walnuts mixed greens vinaigrette fresh blueberries crumbled gorgonzola,italian
18287,38166,southern_us,orzo pasta celery white sugar crushed tomatoes cayenne pepper onion boneless chicken skinless thigh salt cooked shrimp green bell pepper garlic bay leaf italian seasoning,italian
2886,14561,southern_us,kosher salt freshly ground pepper whole milk canola oil large eggs swiss steak all purpose flour,french
25957,11799,southern_us,flour tortillas pepper boneless skinless chicken breasts chicken stock hard boiled egg cream of chicken soup salt,mexican
18283,23950,southern_us,ground cinnamon baking powder free range egg ground ginger ground cloves salt powdered sugar vegetable oil dark brown sugar plain flour unsalted butter grated nutmeg,british
2909,9521,southern_us,bay leaves butter hot sauce black peppercorns clam juice worcestershire sauce large shrimp french baguette cajun seasoning garlic canola oil apple cider vinegar lemon beer,cajun_creole
37550,42409,southern_us,egg crushed red pepper flakes ground black pepper beer garlic powder all purpose flour green tomatoes oil,italian
8705,30315,southern_us,unsweetened apple juice golden brown sugar honey ham whole grain dijon mustard,french
18100,18936,southern_us,blanched almond flour agave nectar egg Earth Balance Natural Buttery Spread dough sea salt baking soda,mexican
18190,816,southern_us,flour American cheese cream of tomato soup milk white sugar butter,mexican
10713,33639,southern_us,celery ribs dried thyme vegetable oil garlic cloves green bell pepper low sodium chicken broth smoked sausage red kidney beans ground pepper cajun seasoning smoked ham hocks kosher salt bay leaves yellow onion,cajun_creole
10705,48157,southern_us,fresh ginger hot sauce marinade garlic cloves ketchup dry sherry sugar relish rib,chinese
38030,17922,southern_us,chili powder ham hock water salt garlic onion ground black pepper pinto beans,mexican
26923,34352,southern_us,water cayenne jamon serrano cornmeal white wine olive oil butter smoked paprika dried oregano milk green onions shrimp roasted tomatoes kosher salt parmesan cheese roasted garlic chopped parsley,brazilian
31779,4339,southern_us,boneless chicken skinless thigh olive oil garlic cloves granny smith apples curry powder orzo onion canned chicken broth peeled tomatoes crushed red pepper chopped cilantro fresh dried currants plain yogurt peeled fresh ginger red bell pepper,indian
31268,3211,southern_us,black eyed peas sea salt cayenne pepper dried thyme green onions vegetable broth long grain brown rice olive oil Tabasco Pepper Sauce yellow onion celery green bell pepper ground black pepper diced tomatoes smoked paprika,cajun_creole
16901,21589,southern_us,milk heavy cream greek style plain yogurt brown sugar large eggs salt unsalted butter vanilla extract sugar baking powder all purpose flour,greek
11126,25225,southern_us,chicken broth grated parmesan cheese gluten sliced mushrooms sweet onion chicken breasts salt green bell pepper  slice butter creole seasoning pepper green onions extra virgin olive oil,cajun_creole
10145,6553,southern_us,sauce back ribs spice,chinese
9951,43309,southern_us,egg butter lemon juice water salt frozen blueberries ground cinnamon baking powder all purpose flour grated lemon peel sugar    reduced fat milk corn starch,british
309,7322,southern_us,shell on shrimp salt chipotle chile worcestershire sauce unsalted butter dry red wine large garlic cloves,mexican
26634,15694,southern_us,slaw large garlic cloves crushed red pepper fresh basil dijon mustard extra virgin olive oil large shrimp mussel sea scallops littleneck clams fresh parsley caper dry white wine white wine vinegar,french
2324,18849,southern_us,creole mustard salt sour cream ground black pepper cayenne pepper celery ribs hot sauce tarragon baked ham scallion,cajun_creole
31958,1494,southern_us,silver baked ham all purpose flour milk grated horseradish sugar prepared mustard lard flour salt,british
10368,44133,southern_us,water yellow mustard yukon gold potatoes salt,irish
32034,27788,southern_us,sweet potatoes plain whole milk yogurt baking powder honey butter whole wheat flour salt,indian
10326,20062,southern_us,guanciale white wine heavy cream lard fava beans unsalted butter salt saffron pork cheeks sherry vinegar pea onion sage leaves fennel fronds shallot chickpea,italian
4116,44882,spanish,cider vinegar fresh parsley diced onions fresh cilantro black pepper crushed red pepper saffron threads water,moroccan
1018,1335,spanish,sweetener hibiscus tea fruit tea fresh mint agave nectar seltzer water water bitter,southern_us
38242,5635,spanish,olive oil salt cauliflower florets garlic cloves Italian parsley leaves chickpea crushed red pepper olive,italian
24317,18037,spanish,orange strawberry dry white wine orange liqueur sugar lemon lime fresh mint,italian
3532,28241,spanish,cherry tomatoes crushed red pepper ground cumin chicken breast halves smoked paprika garbanzo beans garlic cloves plain yogurt extra virgin olive oil chopped cilantro fresh,moroccan
21138,40261,spanish,green bell pepper garlic powder sweet italian sausage chicken bouillon ground thyme onion instant rice boneless skinless chicken breasts hot water tomato olive oil salt frozen peas,italian
21615,47892,spanish,cayenne demi baguette chile powder paprika poblano chiles pepper garlic chorizo salt,mexican
22227,36742,spanish,pitted kalamata olives olive oil long grain white rice chorizo low salt chicken broth fresh marjoram diced tomatoes water frozen peas,mexican
3612,7760,spanish,olive oil ground cumin ground cinnamon sherry wine vinegar honey anise cornish game hens,moroccan
37638,46182,spanish,chicken broth sliced almonds garlic chopped cilantro sausage casings lemon smoked paprika green olives hot pepper sauce scallion frozen peas saffron threads jumbo shrimp extra virgin olive oil couscous,moroccan
1007,34128,spanish,olive oil cooking spray fresh lime juice ground cumin lime rind pork tenderloin chili powder dried oregano granny smith apples ground black pepper green onions chopped cilantro fresh kosher salt jalapeno chilies apple juice pimenton,mexican
2644,42081,spanish,unflavored gelatin chopped green bell pepper salt sugar beef stock cubes lemon juice mayonaise lettuce leaves hot sauce tomato water chopped celery sliced green onions,chinese
3735,29755,spanish,artichoke hearts pea fat skimmed chicken broth angel hair diced tomatoes salt ground turmeric clam lemon wedge garlic onion olive oil deveined shrimp halibut,italian
38401,5461,spanish,white pepper white sugar ketchup pimento mayonaise Jell O Gelatin tuna packed in water paprika,southern_us
1250,42097,spanish,dry white wine paprika onion andouille sausage diced tomatoes red bell pepper large shrimp chopped fresh thyme fresh oregano chicken thighs green bell pepper large garlic cloves low salt chicken broth pimento stuffed green olives,cajun_creole
21770,31900,spanish,water chopped cilantro fresh cherry tomatoes corn kernels polenta sausage casings chees fresco queso,italian
3938,45069,spanish,fennel bulb extra virgin olive oil green olives toasted almonds lemon,italian
20696,47320,spanish,sugar salt milk oil water lemon rind dark chocolate flour,italian
3691,41370,spanish,pepper fresh chevre asiago,italian
23585,42000,spanish,canned low sodium chicken broth olive oil garlic plum tomatoes romaine lettuce vermicelli chickpea tumeric cayenne salt water paprika onion,indian
20829,47751,spanish,tomato paste fennel bulb sea bass fillets chopped onion saffron threads water dry white wine diced tomatoes bay leaf bottled clam juice butternut squash dry sherry garlic cloves clam frond chopped fresh thyme extra virgin olive oil,french
1489,6703,spanish,worcestershire sauce chili sauce olive oil chopped celery red bell pepper oyster paprika carrot ground red pepper all purpose flour evaporated skim milk,cajun_creole
38151,44721,spanish,black pepper bay leaves morel chicken thighs fat free less sodium chicken broth salt cooked rice cooking spray boiling water,french
22201,7122,spanish,canola oil coarse sea salt padron peppers extra virgin olive oil,italian
2363,28978,spanish,evaporated milk cream cheese water vanilla extract sugar large eggs sweetened condensed milk large egg yolks salt,filipino
23392,44676,spanish,egg ground nutmeg all purpose flour sugar butter water salt grated orange peel vegetable oil,italian
21733,26941,spanish,wine peach schnapps green apples brandy carbonated water sugar lemon peach navel oranges,southern_us
23745,1982,spanish,green olives fried eggs salt sour cream chopped tomatoes paprika sweet corn olive oil grating cheese green pepper minced pork jalapeno chilies garlic sweet paprika,southern_us
11455,44486,spanish,black pepper salt dried oregano sherry vinegar flat leaf parsley extra virgin olive oil chopped fresh mint eggplant garlic cloves,greek
19105,24002,spanish,vegetable garlic water dijon mustard kosher salt ground black pepper juice large egg yolks extra virgin olive oil,french
19210,21781,spanish,ground black pepper garlic cloves chicken kosher salt butter chopped cilantro fresh shallot fresh lemon juice fresh ginger extra virgin olive oil piri piri sauce,moroccan
34687,42504,spanish,crushed red pepper plum tomatoes ground black pepper garlic cloves extra virgin olive oil fresh parsley fresh basil salt,italian
25401,49464,spanish,black pepper unsalted butter salt chicken broth water baking potatoes dried oregano avocado white onion potato cilantro leaves caper corn heavy cream chicken,mexican
9186,24770,spanish,ground black pepper garlic cloves bottled clam juice extra virgin olive oil heavy cream tomato jam sea scallops salt,italian
34275,13553,spanish,chocolate orange rind brewed espresso boiling water    low fat milk fat free frozen top whip brown sugar cocoa powder unsweetened cocoa powder,italian
7107,2372,spanish,water all purpose flour baking potatoes garlic cloves olive oil chopped onion black pepper salt fresh parsley,greek
11511,34257,spanish,pinenuts finely chopped onion fresh parsley swiss chard extra virgin olive oil baguette raisin tomato ground nutmeg garlic cloves,italian
6297,1292,spanish,spinach garlic cloves raisin olive oil pinenuts,italian
34960,132,spanish,coriander seeds sea salt fresh mint frozen orange juice concentrate fennel bulb extra virgin olive oil ground black pepper navel oranges fat free yogurt red wine vinegar purple onion,indian
35167,24530,spanish,sugar cooking spray large egg yolks amaretto water whole milk large eggs salt,italian
19501,4881,spanish,milk sugar ground nutmeg coffee granules chocolate syrup whipped cream,italian
39304,17801,spanish,sliced almonds all purpose flour shucked oysters extra virgin olive oil lemon juice mayonaise salt minced garlic spanish paprika,southern_us
32696,37686,spanish,sugar orange zest mission figs dry red wine lemon zest,italian
6464,42320,spanish,frozen lemonade concentrate seedless red grapes seedless green grape peach vodka white peaches white sugar dry white wine,southern_us
39403,4905,spanish,butter ground white pepper shallot champagne salt whipping cream saffron,french
33634,8104,spanish,white wine turkey sausage garlic cloves mussel unsalted butter crushed red pepper flakes smoked paprika ground black pepper heavy cream fresh parsley leaves tomato french bread yellow onion,cajun_creole
12190,19602,spanish,olive oil whipping cream shrimp brandy butter garlic cloves onion tomato paste dry white wine cayenne pepper bay leaf peeled tomatoes fish stock carrot,french
22904,10693,spanish,whole cloves cumin seed cider vinegar cayenne pepper cinnamon sticks black peppercorns ground tumeric garlic cloves fresh ginger tamarind paste,indian
33148,19083,spanish,cauliflower fresh lemon juice extra virgin olive oil serrano ham grape tomatoes flat leaf parsley purple onion,italian
8433,4841,spanish,vinegar purple onion anchovy red wine vinegar preserved lemon baby arugula fennel bulb extra virgin olive oil,italian
30754,40319,spanish,ground nutmeg riesling grape juice powdered sugar granulated sugar fresh lemon juice clove peach grated lemon zest phyllo dough cooking spray cinnamon sticks,greek
8626,12612,spanish,vegetable juice diced tomatoes red pepper cucumber pepper hot sauce red wine vinegar green pepper,southern_us
12114,30338,spanish,rosemary sprigs white wine vinegar red bell pepper chicken stock fresh thyme salt olive oil purple onion turkey breast black peppercorns bay leaves allspice berries,italian
27409,27884,spanish,sherry vinegar light brown sugar,chinese
34162,42300,spanish,egg yolks cinnamon sticks heavy cream lemon sugar vanilla extract,french
30305,6059,spanish,bread crumb fresh thyme tripe tomato paste olive oil flat leaf parsley kosher salt red bell pepper onion tomato garlic cloves bay leaf,italian
7458,36618,spanish,tomato white wine heavy cream dry bread crumbs mustard ketchup leek salt armagnac egg pepper merluza shrimp mayonaise olive oil garlic Piment d Espelette,french
26281,32252,spanish,pasta sauce boneless skinless chicken breast halves fettucine goat cheese minced garlic fresh basil garlic cloves,italian
26313,22448,spanish,heirloom tomatoes extra virgin olive oil sea salt baguette garlic cloves,italian
7398,48690,spanish,mayonaise balsamic vinegar black pepper garlic salt tuna packed in water red bell pepper avocado green onions,italian
33873,4345,spanish,egg potato cheddar cheese feta cheese spinach red pepper,greek
39379,9589,spanish,honey orange brandy grated orange peel,italian
18665,48184,spanish,low fat sour cream salt honey grated orange plain low fat yogurt artichoke fresh dill orange juice,greek
31623,41723,spanish,tomato paste ground red pepper salt roasted red peppers red wine vinegar garlic cloves eggplant balsamic vinegar anchovy fillets hungarian sweet paprika finely chopped onion extra virgin olive oil flat leaf parsley,italian
10203,42994,spanish,reduced sodium garbanzos fat pepper garlic onion extra virgin olive oil carrot watercress salt,italian
14362,5716,spanish,stock extra virgin olive oil turkey breast water dried chickpeas thyme sprigs brandy salt celery yukon gold potatoes veal shanks,italian
16960,16794,spanish,extra virgin olive oil fresh oregano fresh lemon juice pepper purple onion medium grain rice black pepper artichoke chickpea flat leaf parsley red wine vinegar salt garlic cloves,italian
36014,14749,spanish,pepper chicken drumsticks olive oil salt orange purple onion sausage links new potatoes dried oregano,italian
5007,39644,spanish,tomato juice green onions yellow bell pepper cucumber avocado chip diced tomatoes garlic cloves diced red onions worcestershire sauce bloody mary mix ground black pepper red wine vinegar low sodium vegetable juice fresh lime juice,mexican
26517,6850,spanish,olive oil ground cumin minced garlic lemon juice dried thyme dried oregano chili flakes salt,mexican
26684,19595,spanish,sugar fresh lemon juice tomato salt light corn syrup olive oil,southern_us
15274,7019,spanish,kosher salt pork shoulder butt extra virgin olive oil chopped cilantro cayenne kalamata lemon juice pepper dry white wine garlic cloves cider vinegar potato ground coriander ground cumin,mexican
36229,16009,spanish,Belgian endive sherry vinegar garlic almond extra virgin olive oil goat cheese orange shallot vinaigrette pepper chive salt,french
36545,27791,spanish,water whipping cream dark brown sugar egg yolks apple juice unsalted butter vanilla extract sour cream sugar half   half fresh raspberries,french
4259,35603,spanish,canned low sodium chicken broth asparagus garlic onion tumeric artichok heart marin salt frozen peas water cannellini beans rice tomato olive oil pimento flat leaf parsley,italian
4574,5319,spanish,large eggs all purpose flour olive oil baking powder powdered sugar cooking spray liqueur granulated sugar salt,italian
24509,26674,spanish,salt yellow squash cold water zucchini,french
4621,621,spanish,instant rice vegetable oil garlic cloves chopped green bell pepper hot sauce ground cumin tomato juice diced tomatoes chopped cilantro fresh chili powder chopped onion,mexican
36333,18775,spanish,base fresh lime juice ground black pepper beer hot pepper sauce garlic cloves soy sauce worcestershire sauce,mexican
14972,5190,spanish,wine sorbet berry blackberry vanilla beans mint sprigs frozen strawberries water fresh blueberries lemon juice honey fresh raspberries fresh mint,french
14656,19894,spanish,large egg whites potato chopped onion part skim mozzarella cheese manzanilla red bell pepper pepper large eggs salt dried oregano olive oil cooking spray garlic cloves,italian
28182,662,spanish,olive oil onion kosher salt red bell pepper soft goat s cheese large eggs pepper flat leaf parsley,italian
17570,1794,spanish,baking potatoes extra virgin olive oil,italian
15436,26055,spanish,ground black pepper cilantro sprigs kosher salt jicama garlic cloves jalapeno chilies scallion lime romaine lettuce leaves large shrimp,mexican
19820,10971,spanish,water garlic cloves extra virgin olive oil onion cannellini beans smoked paprika spinach oil,italian
9679,6579,spanish,sugar butter flour salt milk lemon egg baking powder mixed peel,british
16834,30919,spanish,unsalted butter pecan halves light brown sugar apricot halves dulce de leche,southern_us
32408,28265,spanish,bacon sausage casings medjool date,british
16841,8551,spanish,sugar canola oil self rising flour egg lemon rind milk,southern_us
35524,20752,spanish,Belgian endive water finely chopped fresh parsley medium shrimp pepper dijon mustard salt sugar ground black pepper extra virgin olive oil vidalia onion sherry vinegar watercress onion,southern_us
9755,31369,spanish,green olives red wine vinegar garlic cloves dried apricot salt prune dry white wine bone in chicken breasts ground black pepper extra virgin olive oil flat leaf parsley,italian
16835,46163,spanish,finely chopped onion light tuna packed in olive oil frozen pastry puff sheets caper pimento stuffed green olives,french
35499,31574,spanish,water salt potato olive oil cayenne pepper pancetta paprika,italian
687,29010,spanish,balsamic vinegar salt sea scallops watercress ground black pepper extra virgin olive oil chopped fresh thyme,italian
29276,47544,spanish,cider vinegar jalapeno chilies cinnamon sticks bone in chicken breast halves olive oil salt onion clove dried thyme sliced carrots red bell pepper fat free less sodium chicken broth ground black pepper garlic cloves,mexican
13573,24194,spanish,saltpeter minced garlic cayenne pepper white sugar hog casings brandy crushed red pepper flakes fresh pork fat pork red wine vinegar ascorbic acid dried oregano fennel seeds black pepper salt cumin seed,italian
13549,40008,spanish,kosher salt guacamole escarole chipotle chile olive oil purple onion avocado lime white wine vinegar black beans ground black pepper cilantro leaves,mexican
27120,48449,thai,pork rice noodles fresh basil leaves olive oil salt soy sauce garlic white sugar serrano peppers beansprouts,vietnamese
31337,44531,thai,sweet chili sauce egg whites salt corn starch lime juice baking powder all purpose flour water boneless skinless chicken breasts cilantro leaves sesame cooking oil garlic oil,chinese
11981,41935,thai,oz   tomato sauce serrano chilies golden raisins firmly packed brown sugar chopped garlic vinegar,mexican
22835,2142,thai,salad dressing extra firm tofu chopped cilantro fresh broccoli florets basmati rice fat free less sodium chicken broth red bell pepper,chinese
27426,14360,thai,soy sauce shredded cabbage garlic canola oil fish sauce lime juice shallot carrot fresh coriander cooked chicken rice vinegar sugar sesame seeds wonton wrappers chilli,vietnamese
27384,48212,thai,brown sugar Massaman curry paste cardamom pods dried red chile peppers chicken clove vegetable garlic cinnamon sticks onion coriander seeds ginger cumin seed bay leaf fish sauce lemon grass grated nutmeg coconut milk ground turmeric,indian
22808,12579,thai,gari green onions dark sesame oil butter lettuce cooking oil garlic pepper sauce hoisin sauce lean ground beef onion soy sauce water chestnuts rice vinegar,chinese
31203,8930,thai,ground ginger flank steak chili sauce orange garlic soy sauce sesame oil coriander honey seasoned rice wine vinegar,chinese
11099,11793,thai,chicken broth lime juice flour garlic kosher salt fresh ginger skinless chicken pieces peppercorn mint olive oil serrano peppers peanut butter curry powder coriander seeds green onions,indian
2135,9416,thai,low sodium soy sauce green onions rice vinegar peanut crushed red pepper flakes honey sesame oil chopped cilantro shredded carrots linguine,chinese
10788,5930,thai,bread crumbs lemon red chili peppers fresh ginger free range eggs salmon fillets fresh coriander garlic soy sauce potato,japanese
31627,23016,thai,apple cider vinegar cucumber red pepper flakes water sea salt raw honey purple onion,southern_us
26999,34347,thai,frozen shelled edamame kale sesame oil cashew nuts water honey garlic canola oil lemongrass bell pepper cilantro leaves low sodium soy sauce white distilled vinegar green onions carrot,chinese
38762,21088,thai,minced garlic dark sesame oil Boston lettuce flour tortillas fresh lime juice sugar beef deli roast slice thinli chopped fresh mint fish sauce fresh ginger carrot,vietnamese
28105,45961,thai,soy sauce vegetable oil gingerroot red bell pepper sugar sesame oil beaten eggs corn starch cabbage won ton wrappers ground pork scallion fresh lime juice fish sauce mint leaves white wine vinegar garlic cloves coriander,chinese
13424,6491,thai,fresh ginger green onions salt baby bok choy jalapeno chilies sesame oil chopped cilantro chicken broth Sriracha boneless skinless chicken breasts rice vinegar soy sauce chinese noodles garlic,chinese
13556,32574,thai,caramel tea sugar half   half corn starch large eggs whipped cream kosher salt whole milk cashew nuts,southern_us
28810,26240,thai,caster sugar carrot fish sauce red pepper coriander lime juice beansprouts red chili peppers purple onion,vietnamese
60,38233,thai,sugar chicken thighs cooking oil fish sauce garlic black pepper,filipino
61,39267,thai,lemongrass large garlic cloves rice unsweetened coconut milk fresh ginger peanut sauce sparerib sesame oil tamari soy sauce golden brown sugar dry sherry boiling water,chinese
14529,14685,thai,egg kosher salt flour red pepper flakes oil celery salad fish sauce sesame seeds baking powder persian cucumber shrimp frozen peas ground ginger soy sauce shredded carrots sesame oil frozen corn kernels coconut milk mint waffle green onions rice vinegar garlic cloves chopped cilantro,vietnamese
29033,15217,thai,sugar reduced sodium soy sauce freshly ground pepper fresh lime juice kosher salt lime wedges garlic cloves fresh basil leaves fish sauce steamed rice vegetable oil carrot red chili peppers low sodium chicken broth scallion ground beef,vietnamese
12487,18957,thai,tapioca flour salt white sugar flaked coconut coconut milk banana coconut cream arrowroot starch rice flour,brazilian
1624,2808,thai,tapioca flour white rice flour banana white sugar water oil shredded coconut salt,brazilian
27700,9040,thai,red chili peppers honey shallot cucumber coriander jasmine rice miso paste cardamom pods coconut milk curry powder chicken breasts garlic cloves bay leaf soy sauce fresh ginger rice vinegar cinnamon sticks ground turmeric,japanese
1605,19477,thai,fish sauce jasmine rice raisin carrot egg white pepper unsalted cashews garlic cloves chicken thighs soy sauce green onions oil coconut milk sugar leaf pineapple shrimp,filipino
31816,8106,thai,egg basil leaves ginger carrot soy sauce cooked chicken rice brown sugar spring onions cayenne pepper shrimp chicken stock black pepper sliced leeks peanut oil,chinese
35140,16328,thai,fish sauce kecap manis shallot onion lime juice green onions chili oil minced garlic sliced cucumber sesame oil chopped cilantro fresh tomato fresh ginger root flank steak thai chile,vietnamese
18939,20683,thai,natural peanut butter water green onions slaw mix garlic cloves frozen edamame beans sugar pea asparagus cooked fettuccini rice vinegar tofu soy sauce peanut chicken breasts salt chili garlic paste egg pepper granulated sugar sesame oil peanut oil,chinese
6630,40823,thai,fine sea salt water coconut milk acorn squash unsalted butter curry paste,indian
3332,43586,thai,chicken broth cilantro glass noodles chicken breasts ginger root fish sauce scallion giblet pickled vegetables,vietnamese
3984,2837,thai,lemon ginger root fennel seeds sugar cane juice light rum ice thai basil cane sugar,indian
20359,30521,thai,jumbo shrimp jalapeno chilies coconut milk lime cilantro water large garlic cloves long grain white rice red chili powder olive oil salt,mexican
20538,15258,thai,sake broccoli florets vegetable broth corn starch brown sugar honey vegetable oil carrot spaghetti ground ginger sugar pea sesame oil creamy peanut butter onion soy sauce ground red pepper garlic red bell pepper,chinese
20496,30134,thai,sweet chili sauce sirloin steak sesame seeds corn starch honey salt soy sauce sesame oil canola oil,chinese
4471,27473,thai,water shredded carrots cucumber sliced green onions sugar zucchini chinese cabbage chopped cilantro fresh fish sauce radish yellow bell pepper fresh lime juice chile paste with garlic yellow squash jalapeno chilies red bell pepper,vietnamese
20480,16982,thai,fruit sugar fresh mint salt glutinous rice coconut milk,filipino
20157,28014,thai,sugar salt sesame oil cucumber green onions rice vinegar red pepper flakes,korean
